Post Date,Value Date,Branch,Journal No.,Description,Debit,Credit,
04/06/18 18.03.57,04/06/18 18.03.57,0767,684207,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301518 BMB APUS 1",".00","581,500.00",
04/06/18 18.03.57,04/06/18 18.03.57,0767,684288,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301519 SETU",".00","152,000.00",
04/06/18 18.03.58,04/06/18 18.03.58,0767,684531,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301530 CAKUNG 1",".00","367,500.00",
04/06/18 18.03.58,04/06/18 18.03.58,0767,684590,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301531 ROROTAN",".00","560,500.00",
04/06/18 18.03.58,04/06/18 18.03.58,0767,684656,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301520 JATIWARNA 2",".00","695,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684743,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301521 JATIWARNA 1",".00","505,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684788,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301534 LT AGUNG 3",".00","163,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684792,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301522 JATIASIH 2",".00","638,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684805,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301510 LT AGUNG 1",".00","1,121,000.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684848,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301523 JATIASIH 1",".00","963,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684858,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301511 GEDONG 2",".00","1,452,000.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684929,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301524 CIKUNIR 2",".00","2,676,500.00",
04/06/18 18.03.59,04/06/18 18.03.59,0767,684937,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301512 GEDONG 1",".00","348,000.00",
04/06/18 18.04.00,04/06/18 18.04.00,0767,685000,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301525 CIKUNIR 4",".00","588,000.00",
04/06/18 18.04.00,04/06/18 18.04.00,0767,685008,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 1 000301513 KP RAMBUTAN",".00","935,000.00",
04/06/18 21.03.55,04/06/18 21.03.55,0767,578982,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301522 JATIASIH 2",".00","123,500.00",
04/06/18 21.03.56,04/06/18 21.03.56,0767,579199,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301531 ROROTAN",".00","109,500.00",
04/06/18 21.03.56,04/06/18 21.03.56,0767,579321,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301520 JATIWARNA 2",".00","104,500.00",
04/06/18 21.03.57,04/06/18 21.03.57,0767,579531,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 03062018 3 000301531 ROROTAN",".00","49,000.00",
05/06/18 04.29.57,05/06/18 04.29.57,0767,006265,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301514 PS REBO",".00","1,666,500.00",
05/06/18 04.29.58,05/06/18 04.29.58,0767,006335,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301515 DUKUH 1",".00","2,421,000.00",
05/06/18 04.29.58,05/06/18 04.29.58,0767,006393,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301516 DUKUH 3",".00","2,128,000.00",
05/06/18 04.29.59,05/06/18 04.29.59,0767,006458,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301534 LT AGUNG 3",".00","446,500.00",
05/06/18 04.29.59,05/06/18 04.29.59,0767,006463,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301510 LT AGUNG 1",".00","1,406,000.00",
05/06/18 04.30.00,05/06/18 04.30.00,0767,006521,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301511 GEDONG 2",".00","581,500.00",
05/06/18 04.30.01,05/06/18 04.30.01,0767,006584,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301512 GEDONG 1",".00","541,500.00",
05/06/18 04.30.01,05/06/18 04.30.01,0767,006598,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 2 000301513 KP RAMBUTAN",".00","441,000.00",
05/06/18 08.59.57,05/06/18 08.59.57,0767,616117,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301538 PULO GEBANG",".00","144,500.00",
05/06/18 08.59.57,05/06/18 08.59.57,0767,616174,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301526 KALIMALANG 2",".00","123,500.00",
05/06/18 08.59.57,05/06/18 08.59.57,0767,616229,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301514 PS REBO",".00","403,000.00",
05/06/18 08.59.57,05/06/18 08.59.57,0767,616286,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301524 CIKUNIR 2",".00","604,000.00",
05/06/18 08.59.57,05/06/18 08.59.57,0767,616294,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301512 GEDONG 1",".00","133,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616561,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301527 KALIMALANG 1",".00","38,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616568,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301515 DUKUH 1",".00","448,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616610,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301525 CIKUNIR 4",".00","106,500.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616620,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301513 KP RAMBUTAN",".00","58,500.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616688,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301528 BINTARA",".00","163,500.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616693,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301516 DUKUH 3",".00","677,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616714,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301538 PULO GEBANG",".00","173,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616718,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301526 KALIMALANG 2",".00","190,000.00",
05/06/18 08.59.58,05/06/18 08.59.58,0767,616745,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301514 PS REBO",".00","551,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,616863,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301529 CAKUNG 2",".00","152,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,616869,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301517 BMB APUS 2",".00","28,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,616880,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301527 KALIMALANG 1",".00","38,000.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,616906,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301515 DUKUH 1",".00","256,000.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617056,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301518 BMB APUS 1",".00","123,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617080,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301528 BINTARA",".00","133,000.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617091,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301516 DUKUH 3",".00","128,000.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617190,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301519 SETU",".00","28,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617195,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301529 CAKUNG 2",".00","286,500.00",
05/06/18 08.59.59,05/06/18 08.59.59,0767,617204,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301517 BMB APUS 2",".00","114,000.00",
05/06/18 09.00.00,05/06/18 09.00.00,0767,617337,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301518 BMB APUS 1",".00","190,000.00",
05/06/18 09.00.00,05/06/18 09.00.00,0767,617436,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301519 SETU",".00","28,500.00",
05/06/18 09.00.01,05/06/18 09.00.01,0767,617644,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301530 CAKUNG 1",".00","158,000.00",
05/06/18 09.00.01,05/06/18 09.00.01,0767,617818,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301531 ROROTAN",".00","307,000.00",
05/06/18 09.00.01,05/06/18 09.00.01,0767,617950,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301520 JATIWARNA 2",".00","95,000.00",
05/06/18 09.00.01,05/06/18 09.00.01,0767,618007,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301530 CAKUNG 1",".00","131,500.00",
05/06/18 09.00.02,05/06/18 09.00.02,0767,618136,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301521 JATIWARNA 1",".00","57,000.00",
05/06/18 09.00.02,05/06/18 09.00.02,0767,618208,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301531 ROROTAN",".00","110,000.00",
05/06/18 09.00.02,05/06/18 09.00.02,0767,618489,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301534 LT AGUNG 3",".00","57,000.00",
05/06/18 09.00.02,05/06/18 09.00.02,0767,618501,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301522 JATIASIH 2",".00","123,500.00",
05/06/18 09.00.03,05/06/18 09.00.03,0767,618531,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301510 LT AGUNG 1",".00","285,000.00",
05/06/18 09.00.03,05/06/18 09.00.03,0767,618548,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301520 JATIWARNA 2",".00","921,500.00",
05/06/18 09.00.03,05/06/18 09.00.03,0767,618712,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301523 JATIASIH 1",".00","9,500.00",
05/06/18 09.00.03,05/06/18 09.00.03,0767,618733,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301511 GEDONG 2",".00","106,500.00",
05/06/18 09.00.03,05/06/18 09.00.03,0767,618784,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301521 JATIWARNA 1",".00","218,500.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,618976,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301524 CIKUNIR 2",".00","491,500.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,618986,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301512 GEDONG 1",".00","171,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619022,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301534 LT AGUNG 3",".00","9,500.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619033,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301522 JATIASIH 2",".00","576,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619041,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301510 LT AGUNG 1",".00","247,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619103,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301525 CIKUNIR 4",".00","392,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619115,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 04062018 3 000301513 KP RAMBUTAN",".00","152,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619158,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301523 JATIASIH 1",".00","228,000.00",
05/06/18 09.00.04,05/06/18 09.00.04,0767,619176,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 3 000301511 GEDONG 2",".00","171,000.00",
05/06/18 18.07.56,05/06/18 18.07.56,0767,697110,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 1 000301524 CIKUNIR 2",".00","2,070,500.00",
05/06/18 18.07.56,05/06/18 18.07.56,0767,697122,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 1 000301512 GEDONG 1",".00","294,500.00",
05/06/18 18.07.56,05/06/18 18.07.56,0767,697215,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 05062018 1 000301525 CIKUNIR 4",".00","658,000.00",
