Post Date,Value Date,Branch,Journal No.,Description,Debit,Credit,
10/06/18 03.59.56,10/06/18 03.59.56,0767,257298,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301502 CIPUTAT 2",".00","1,178,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257301,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301530 CAKUNG 1",".00","710,500.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257331,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301527 KALIMALANG 1",".00","266,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257340,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301515 DUKUH 1",".00","2,154,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257341,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301503 CIPUTAT 1",".00","741,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257347,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301531 ROROTAN",".00","665,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257357,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301528 BINTARA",".00","1,026,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257362,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301516 DUKUH 3",".00","2,128,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257364,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301504 PD PINANG",".00","1,577,000.00",
10/06/18 03.59.56,10/06/18 03.59.56,0767,257370,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301520 JATIWARNA 2",".00","1,434,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257383,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301529 CAKUNG 2",".00","693,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257386,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301517 BMB APUS 2",".00","439,000.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257390,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301505 FATMAWATI 2",".00","817,000.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257417,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301521 JATIWARNA 1",".00","494,000.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257445,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301518 BMB APUS 1",".00","1,208,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257449,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301506 FATMAWATI 1",".00","1,073,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257452,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301534 LT AGUNG 3",".00","304,000.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257457,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301522 JATIASIH 2",".00","1,123,000.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257463,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301510 LT AGUNG 1",".00","1,225,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257472,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301519 SETU",".00","180,500.00",
10/06/18 03.59.57,10/06/18 03.59.57,0767,257473,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301507 AMPERA 2",".00","1,163,000.00",
10/06/18 03.59.58,10/06/18 03.59.58,0767,257483,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301535 VETERAN 2",".00","912,000.00",
10/06/18 03.59.58,10/06/18 03.59.58,0767,257487,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301523 JATIASIH 1",".00","703,000.00",
10/06/18 05.57.54,10/06/18 05.57.54,0767,726724,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 1 000301531 ROROTAN",".00","493,000.00",
10/06/18 05.57.55,10/06/18 05.57.55,0767,726872,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 1 000301538 PULO GEBANG",".00","857,000.00",
10/06/18 05.57.55,10/06/18 05.57.55,0767,726874,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 2 000301538 PULO GEBANG",".00","1,121,000.00",
10/06/18 05.57.55,10/06/18 05.57.55,0767,726877,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 1 000301530 CAKUNG 1",".00","445,000.00",
10/06/18 08.59.55,10/06/18 08.59.55,0767,500298,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301509 LT AGUNG 2",".00","351,500.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500384,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301521 JATIWARNA 1",".00","95,000.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500418,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301534 LT AGUNG 3",".00","28,500.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500425,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301510 LT AGUNG 1",".00","427,500.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500436,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301531 ROROTAN",".00","218,500.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500464,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301523 JATIASIH 1",".00","76,000.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500483,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301520 JATIWARNA 2",".00","209,000.00",
10/06/18 08.59.56,10/06/18 08.59.56,0767,500497,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301512 GEDONG 1",".00","237,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500520,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301525 CIKUNIR 4",".00","196,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500525,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301501 VETERAN",".00","57,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500536,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301522 JATIASIH 2",".00","391,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500551,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301538 PULO GEBANG",".00","104,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500555,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301514 PS REBO",".00","781,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500570,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301535 VETERAN 2",".00","247,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500574,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301511 GEDONG 2",".00","133,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500585,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301527 KALIMALANG 1",".00","66,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500590,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301503 CIPUTAT 1",".00","161,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500593,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301524 CIKUNIR 2",".00","625,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500616,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301516 DUKUH 3",".00","192,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500640,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301513 KP RAMBUTAN",".00","76,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500655,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301529 CAKUNG 2",".00","74,000.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500661,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301505 FATMAWATI 2",".00","201,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500670,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301526 KALIMALANG 2",".00","275,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500678,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301502 CIPUTAT 2",".00","427,500.00",
10/06/18 08.59.57,10/06/18 08.59.57,0767,500687,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301518 BMB APUS 1",".00","180,500.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500710,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301515 DUKUH 1",".00","560,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500728,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301507 AMPERA 2",".00","171,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500733,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301528 BINTARA",".00","209,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500738,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301504 PD PINANG",".00","266,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500765,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301517 BMB APUS 2",".00","104,500.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500777,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301509 LT AGUNG 2",".00","266,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500798,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301506 FATMAWATI 1",".00","488,500.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500854,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301519 SETU",".00","57,000.00",
10/06/18 08.59.58,10/06/18 08.59.58,0767,500874,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301531 ROROTAN",".00","104,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500875,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301508 AMPERA 1",".00","532,000.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500899,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301520 JATIWARNA 2",".00","123,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500949,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301530 CAKUNG 1",".00","180,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500963,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301522 JATIASIH 2",".00","215,000.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500987,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301535 VETERAN 2",".00","114,000.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,500993,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301511 GEDONG 2",".00","182,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,501040,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301524 CIKUNIR 2",".00","309,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,501056,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301521 JATIWARNA 1",".00","182,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,501063,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301513 KP RAMBUTAN",".00","66,500.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,501071,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301534 LT AGUNG 3",".00","76,000.00",
10/06/18 08.59.59,10/06/18 08.59.59,0767,501074,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301510 LT AGUNG 1",".00","389,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501083,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301526 KALIMALANG 2",".00","104,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501088,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301502 CIPUTAT 2",".00","268,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501102,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301523 JATIASIH 1",".00","76,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501128,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301515 DUKUH 1",".00","288,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501156,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301512 GEDONG 1",".00","152,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501161,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301528 BINTARA",".00","199,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501163,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301504 PD PINANG",".00","237,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501174,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301525 CIKUNIR 4",".00","462,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501178,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301501 VETERAN",".00","190,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501190,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301517 BMB APUS 2",".00","57,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501202,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301538 PULO GEBANG",".00","247,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501203,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301514 PS REBO",".00","1,016,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501230,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301506 FATMAWATI 1",".00","171,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501234,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301527 KALIMALANG 1",".00","47,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501239,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301503 CIPUTAT 1",".00","313,500.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501253,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301519 SETU",".00","19,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501263,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301516 DUKUH 3",".00","832,000.00",
10/06/18 09.00.00,10/06/18 09.00.00,0767,501280,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301508 AMPERA 1",".00","266,000.00",
10/06/18 09.00.01,10/06/18 09.00.01,0767,501287,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301529 CAKUNG 2",".00","190,000.00",
10/06/18 09.00.01,10/06/18 09.00.01,0767,501288,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301505 FATMAWATI 2",".00","209,000.00",
10/06/18 09.00.01,10/06/18 09.00.01,0767,501323,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301518 BMB APUS 1",".00","190,000.00",
10/06/18 09.00.01,10/06/18 09.00.01,0767,501339,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301530 CAKUNG 1",".00","66,500.00",
10/06/18 09.00.01,10/06/18 09.00.01,0767,501340,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 09062018 3 000301507 AMPERA 2",".00","133,000.00",
10/06/18 18.03.54,10/06/18 18.03.54,0767,041925,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301531 ROROTAN",".00","247,000.00",
10/06/18 18.03.54,10/06/18 18.03.54,0767,041968,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301520 JATIWARNA 2",".00","1,045,000.00",
10/06/18 18.03.54,10/06/18 18.03.54,0767,042015,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301521 JATIWARNA 1",".00","313,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042034,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301534 LT AGUNG 3",".00","85,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042036,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301522 JATIASIH 2",".00","695,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042045,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301510 LT AGUNG 1",".00","733,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042069,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301535 VETERAN 2",".00","456,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042071,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301523 JATIASIH 1",".00","429,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042075,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301511 GEDONG 2",".00","570,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042127,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301524 CIKUNIR 2",".00","1,193,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042135,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301512 GEDONG 1",".00","475,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042155,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301525 CIKUNIR 4",".00","350,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042162,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301513 KP RAMBUTAN",".00","353,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042164,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301501 VETERAN",".00","484,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042182,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301538 PULO GEBANG",".00","695,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042184,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301526 KALIMALANG 2",".00","389,500.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042189,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301514 PS REBO",".00","2,436,000.00",
10/06/18 18.03.55,10/06/18 18.03.55,0767,042192,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301502 CIPUTAT 2",".00","750,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042208,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301527 KALIMALANG 1",".00","142,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042215,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301515 DUKUH 1",".00","885,000.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042218,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301503 CIPUTAT 1",".00","408,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042249,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301528 BINTARA",".00","731,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042253,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301516 DUKUH 3",".00","800,000.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042254,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301504 PD PINANG",".00","769,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042284,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301529 CAKUNG 2",".00","254,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042285,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301517 BMB APUS 2",".00","323,000.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042287,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301505 FATMAWATI 2",".00","484,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042320,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301518 BMB APUS 1",".00","600,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042322,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301506 FATMAWATI 1",".00","351,500.00",
10/06/18 18.03.56,10/06/18 18.03.56,0767,042359,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301519 SETU",".00","180,500.00",
10/06/18 18.03.57,10/06/18 18.03.57,0767,042363,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301507 AMPERA 2",".00","665,000.00",
10/06/18 18.03.57,10/06/18 18.03.57,0767,042407,"TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 1 000301508 AMPERA 1",".00","551,000.00",
