Post Date;Value Date;Branch;Journal No.;Description;Debit;Credit
11/06/18 08.59.57;11/06/18 08.59.57;767;434975;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301525 CIKUNIR 4;0;266,000.00
11/06/18 08.59.57;11/06/18 08.59.57;767;434980;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301513 KP RAMBUTAN;0;114,000.00
11/06/18 08.59.57;11/06/18 08.59.57;767;434983;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301501 VETERAN;0;247,000.00
11/06/18 08.59.57;11/06/18 08.59.57;767;434984;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301535 VETERAN 2;0;85,500.00
11/06/18 08.59.57;11/06/18 08.59.57;767;434991;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301523 JATIASIH 1;0;171,000.00
11/06/18 08.59.57;11/06/18 08.59.57;767;435006;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301511 GEDONG 2;0;199,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435079;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301526 KALIMALANG 2;0;275,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435089;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301514 PS REBO;0;741,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435094;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301502 CIPUTAT 2;0;342,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435097;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301524 CIKUNIR 2;0;498,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435109;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301512 GEDONG 1;0;289,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435152;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301527 KALIMALANG 1;0;38,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435159;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301515 DUKUH 1;0;480,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435162;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301503 CIPUTAT 1;0;275,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435165;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301525 CIKUNIR 4;0;70,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435176;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301513 KP RAMBUTAN;0;28,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435187;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301501 VETERAN;0;152,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435216;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301516 DUKUH 3;0;432,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435218;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301504 PD PINANG;0;380,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435222;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301526 KALIMALANG 2;0;76,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435227;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301514 PS REBO;0;551,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435238;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301502 CIPUTAT 2;0;247,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435318;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301517 BMB APUS 2;0;28,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435325;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301505 FATMAWATI 2;0;313,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435329;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301527 KALIMALANG 1;0;9,500.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435342;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301515 DUKUH 1;0;112,000.00
11/06/18 08.59.58;11/06/18 08.59.58;767;435345;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301503 CIPUTAT 1;0;180,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435402;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301518 BMB APUS 1;0;180,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435415;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301506 FATMAWATI 1;0;342,000.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435426;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301516 DUKUH 3;0;80,000.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435429;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301504 PD PINANG;0;256,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435488;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301519 SETU;0;38,000.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435496;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301507 AMPERA 2;0;180,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435533;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301517 BMB APUS 2;0;66,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435538;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301505 FATMAWATI 2;0;142,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435605;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301508 AMPERA 1;0;380,000.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435615;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301518 BMB APUS 1;0;296,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435626;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301506 FATMAWATI 1;0;161,500.00
11/06/18 08.59.59;11/06/18 08.59.59;767;435664;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 10062018 3 000301509 LT AGUNG 2;0;285,000.00
11/06/18 09.00.00;11/06/18 09.00.00;767;435677;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301519 SETU;0;19,000.00
11/06/18 09.00.00;11/06/18 09.00.00;767;435682;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301507 AMPERA 2;0;152,000.00
11/06/18 09.00.00;11/06/18 09.00.00;767;435790;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 3 000301508 AMPERA 1;0;237,500.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757717;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301509 LT AGUNG 2;0;1,512,500.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757722;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301525 CIKUNIR 4;0;658,000.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757726;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301513 KP RAMBUTAN;0;564,000.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757739;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301501 VETERAN;0;380,000.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757817;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301514 PS REBO;0;2,808,000.00
11/06/18 18.01.54;11/06/18 18.01.54;767;757821;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301502 CIPUTAT 2;0;902,500.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757881;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301515 DUKUH 1;0;1,306,000.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757884;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301503 CIPUTAT 1;0;570,000.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757941;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301516 DUKUH 3;0;1,216,000.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757942;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301504 PD PINANG;0;845,500.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757950;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301520 JATIWARNA 2;0;1,339,500.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757980;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301517 BMB APUS 2;0;304,000.00
11/06/18 18.01.55;11/06/18 18.01.55;767;757995;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301505 FATMAWATI 2;0;503,500.00
11/06/18 18.01.55;11/06/18 18.01.55;767;758014;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301521 JATIWARNA 1;0;323,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758040;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301518 BMB APUS 1;0;429,500.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758063;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301506 FATMAWATI 1;0;572,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758081;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301534 LT AGUNG 3;0;85,500.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758085;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301522 JATIASIH 2;0;1,113,500.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758095;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301510 LT AGUNG 1;0;1,045,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758125;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301519 SETU;0;152,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758128;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301507 AMPERA 2;0;817,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758148;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301535 VETERAN 2;0;437,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758149;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301523 JATIASIH 1;0;486,500.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758157;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301511 GEDONG 2;0;705,000.00
11/06/18 18.01.56;11/06/18 18.01.56;767;758209;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301508 AMPERA 1;0;788,500.00
11/06/18 18.01.57;11/06/18 18.01.57;767;758222;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301524 CIKUNIR 2;0;1,564,000.00
11/06/18 18.01.57;11/06/18 18.01.57;767;758227;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 1 000301512 GEDONG 1;0;408,500.00
12/06/18 03.59.55;12/06/18 03.59.55;767;391060;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301509 LT AGUNG 2;0;1,387,000.00
12/06/18 03.59.57;12/06/18 03.59.57;767;391224;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301520 JATIWARNA 2;0;874,000.00
12/06/18 03.59.57;12/06/18 03.59.57;767;391275;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301521 JATIWARNA 1;0;342,000.00
12/06/18 03.59.57;12/06/18 03.59.57;767;391306;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301534 LT AGUNG 3;0;380,000.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391308;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301522 JATIASIH 2;0;802,000.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391312;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301510 LT AGUNG 1;0;1,434,500.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391324;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301535 VETERAN 2;0;636,500.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391330;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301523 JATIASIH 1;0;399,000.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391334;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301511 GEDONG 2;0;688,000.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391377;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301524 CIKUNIR 2;0;2,350,000.00
12/06/18 03.59.58;12/06/18 03.59.58;767;391384;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301512 GEDONG 1;0;507,500.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391407;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301525 CIKUNIR 4;0;1,456,000.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391414;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301513 KP RAMBUTAN;0;545,500.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391415;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301501 VETERAN;0;361,000.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391449;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301514 PS REBO;0;2,611,000.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391451;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301502 CIPUTAT 2;0;1,149,500.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391478;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301515 DUKUH 1;0;1,792,000.00
12/06/18 03.59.59;12/06/18 03.59.59;767;391480;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301503 CIPUTAT 1;0;940,500.00
12/06/18 04.00.00;12/06/18 04.00.00;767;391503;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301516 DUKUH 3;0;1,680,000.00
12/06/18 04.00.00;12/06/18 04.00.00;767;391505;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301504 PD PINANG;0;1,491,500.00
12/06/18 04.00.00;12/06/18 04.00.00;767;391538;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301517 BMB APUS 2;0;446,500.00
12/06/18 04.00.00;12/06/18 04.00.00;767;391541;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301505 FATMAWATI 2;0;579,500.00
12/06/18 04.00.00;12/06/18 04.00.00;767;391583;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301518 BMB APUS 1;0;828,500.00
12/06/18 04.00.01;12/06/18 04.00.01;767;391590;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301506 FATMAWATI 1;0;1,073,500.00
12/06/18 04.00.01;12/06/18 04.00.01;767;391619;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301519 SETU;0;152,000.00
12/06/18 04.00.01;12/06/18 04.00.01;767;391622;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301507 AMPERA 2;0;912,000.00
12/06/18 04.00.01;12/06/18 04.00.01;767;391650;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 11062018 2 000301508 AMPERA 1;0;1,577,000.00
23/06/18 18.05.50;23/06/18 18.05.50;767;313730;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301518 BMB APUS 1;0;642,500.00
23/06/18 18.05.50;23/06/18 18.05.50;767;313748;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301506 FATMAWATI 1;0;750,500.00
23/06/18 18.05.51;23/06/18 18.05.51;767;313808;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301519 SETU;0;152,000.00
23/06/18 18.05.51;23/06/18 18.05.51;767;313817;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301507 AMPERA 2;0;779,000.00
23/06/18 18.05.51;23/06/18 18.05.51;767;313884;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301508 AMPERA 1;0;731,500.00
23/06/18 18.05.51;23/06/18 18.05.51;767;313918;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301509 LT AGUNG 2;0;1,740,500.00
23/06/18 18.05.52;23/06/18 18.05.52;767;313990;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301530 CAKUNG 1;0;287,000.00
23/06/18 18.05.52;23/06/18 18.05.52;767;314083;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301520 JATIWARNA 2;0;1,368,000.00
23/06/18 18.05.52;23/06/18 18.05.52;767;314122;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301521 JATIWARNA 1;0;304,000.00
23/06/18 18.05.52;23/06/18 18.05.52;767;314154;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301534 LT AGUNG 3;0;285,000.00
23/06/18 18.05.52;23/06/18 18.05.52;767;314157;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301522 JATIASIH 2;0;1,229,500.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314167;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301510 LT AGUNG 1;0;988,000.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314217;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301535 VETERAN 2;0;313,500.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314222;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301523 JATIASIH 1;0;629,000.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314224;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301511 GEDONG 2;0;589,000.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314299;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301524 CIKUNIR 2;0;3,398,500.00
23/06/18 18.05.53;23/06/18 18.05.53;767;314305;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301512 GEDONG 1;0;513,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314371;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301525 CIKUNIR 4;0;714,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314377;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301513 KP RAMBUTAN;0;401,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314379;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301501 VETERAN;0;579,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314425;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301538 PULO GEBANG;0;868,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314427;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301526 KALIMALANG 2;0;826,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314429;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301514 PS REBO;0;2,880,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314432;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301502 CIPUTAT 2;0;845,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314458;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301527 KALIMALANG 1;0;256,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314464;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301515 DUKUH 1;0;1,184,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314466;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301503 CIPUTAT 1;0;627,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314499;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301528 BINTARA;0;1,178,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314502;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301516 DUKUH 3;0;1,125,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314504;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301504 PD PINANG;0;712,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314529;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301529 CAKUNG 2;0;351,500.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314534;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301517 BMB APUS 2;0;418,000.00
23/06/18 18.05.54;23/06/18 18.05.54;767;314537;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 1 000301505 FATMAWATI 2;0;705,000.00
24/06/18 03.59.51;24/06/18 03.59.51;767;336897;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 2 000301518 BMB APUS 1;0;921,500.00
24/06/18 03.59.51;24/06/18 03.59.51;767;336912;TRANSFER DARI | PEMINDAHAN DARI 177634945 DANA SETORAN NEW PREPAID | 0717822235 23062018 2 000301506 FATMAWATI 1;0;1,045,000.00
